! This file has been generated by DEMO version  602
HP_COMP1_EFFIC	0.390132	-.100000E+21	0.386366	-.770187	-	
HP_COMP1_PRATIO	1.75692	-.100000E+21	1.77159	-.436070	-	
HP_FLASH_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_COMP2_EFFIC	0.395934	-.100000E+21	0.399797	-.837960	-	
HP_COND_LATENT_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_EVAP_DP	0.00000	0.00000	0.00000	0.00000	bar	
COP_REAL	3.61535	-.100000E+21	3.50310	-.234081	-	
HP_COND_SENSIBLE_DP	0.00000	0.00000	0.00000	0.00000	bar	
EPFL_COND_SENSIBLE_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
EPFL_COND_LATENT_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
Q_COND_LOAD	3710.61	0.00000	3710.61	0.00000	-	
DELTAT_MIN_VAR1	2.92109	0.00000	2.92109	0.00000	-	
MAX_MASSF_HP2	10.9864	0.500000	11.9825	0.343516	-	
MAX_MASSF_HP6	13.1356	0.500000	12.8542	0.366573	-	
HP2_T	5.10321	0.800000	2.93029	0.311970	C	
HP2_MASSF	2.10709	-.250000	2.17928	-.107829	kg/s	
W_HP_COMP1_POWER	453.569	-.500000	465.385	-.428431	kW	
W_HP_COMP2_POWER	589.070	-.500000	593.853	-.271193	kW	
HP5_T	129.314	0.800000	130.595	0.384281	C	
HP5BIS_T	37.4521	0.800000	34.9499	0.286664	C	
HP6_T	39.3024	0.800000	34.9499	0.286678	C	
HP6_MASSF	2.54378	-.250000	2.64244	-.817141E-01	kg/s	
Q_COND_LATENT_LOAD	3197.62	-.500000	3155.64	-.516140E-01	kW	
HP1_T	2.00229	0.800000	-.697106E-01	0.312149	C	
Q_EVAP_LOAD	2556.41	-.500000	2651.38	-.939716E-01	kW	
Q_COND_SENSIBLE_LOAD	529.196	-.500000	554.978	-.293480	kW	
EPFL_OUTBIS_T	35.1601	0.800000	32.0288	0.286678	C	
EPFL_OUTBIS_P	4.89239	-.100000	4.89239	-.999999E-01	bar	
EPFL_IN_T	34.8913	0.800000	32.7706	0.286873	C	
EPFL_IN_P	4.86022	-.100000	4.86022	-.100000	bar	
EPFL_OUT_T	29.8805	0.800000	27.8163	0.286525	C	
EPFL_OUT_P	5.01619	-.100000	5.01619	-.100000	bar	
EPFL_OUT_MASSF	178.231	-.250000	178.244	-.249962	kg/s	
HP2_SMOL	1.00000	0.100000E+21	-14.7142	0.572226E-01	kJ/kmol/C	
HP4BIS_SMOL	1.00000	0.100000E+21	-16.4072	0.484761E-01	kJ/kmol/C	
