! This file has been generated by DEMO version  602
HP_COMP1_EFFIC	0.814671	-.100000E+21	0.828629	-.676613	-	
HP_COMP1_PRATIO	1.77462	-.100000E+21	1.74215	-.318987	-	
HP_FLASH_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_COMP2_EFFIC	0.762847	-.100000E+21	0.808934	-.166609	-	
HP_COND_LATENT_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_EVAP_DP	0.00000	0.00000	0.00000	0.00000	bar	
COP_REAL	5.18127	-.100000E+21	4.91688	-.320358	-	
HP_COND_SENSIBLE_DP	0.00000	0.00000	0.00000	0.00000	bar	
EPFL_COND_SENSIBLE_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
EPFL_COND_LATENT_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
Q_COND_LOAD	5146.74	0.00000	5146.74	0.00000	-	
DELTAT_MIN_VAR1	2.86997	0.00000	2.86997	0.00000	-	
MAX_MASSF_HP2	12.1040	0.500000	12.1040	0.126378	-	
MAX_MASSF_HP6	15.3772	0.500000	15.7237	0.510817E-01	-	
HP2_T	5.05854	0.800000	3.89257	0.313926	C	
HP2_MASSF	11.2844	-.250000	11.6476	-.104837	kg/s	
W_HP_COMP1_POWER	420.854	-.500000	443.571	-.455608	kW	
W_HP_COMP2_POWER	612.140	-.500000	603.178	-.455890	kW	
HP5_T	49.6597	0.800000	47.6778	0.236216	C	
HP6_T	46.7033	0.800000	44.4356	0.240859	C	
HP6_MASSF	14.6839	-.250000	14.5843	-.931836E-01	kg/s	
HP5BIS_T	44.1462	0.800000	44.4356	0.240893	C	
Q_COND_LATENT_LOAD	5228.77	-.500000	5070.99	-.742319E-02	kW	
HP1_T	1.97156	0.800000	0.892568	0.314195	C	
Q_EVAP_LOAD	4035.41	-.500000	4099.99	-.822172E-01	kW	
Q_COND_SENSIBLE_LOAD	75.4548	-.500000	75.7546	-.496906	kW	
EPFL_OUTBIS_T	40.1217	0.800000	41.5657	0.240859	C	
EPFL_OUTBIS_P	5.15892	-.100000	5.15892	-.100000	bar	
EPFL_IN_T	41.7458	0.800000	41.6644	0.240862	C	
EPFL_IN_P	5.15257	-.100000	5.15257	-.100000	bar	
EPFL_OUT_T	34.1872	0.800000	34.9822	0.240584	C	
EPFL_OUT_P	4.79869	-.100000	4.79869	-.100000	bar	
EPFL_OUT_MASSF	183.599	-.250000	183.590	-.249965	kg/s	
HP2_SMOL	1.00000	0.100000E+21	-19.3231	0.886961E-02	kJ/kmol/C	
HP4_SMOL	1.00000	0.100000E+21	-20.2245	0.673637E-03	kJ/kmol/C	
