! This file has been generated by DEMO version  602
HP_COMP1_EFFIC	0.360793	-.100000E+21	0.358782	-.572815	-	
HP_COMP1_PRATIO	1.80858	-.100000E+21	1.80558	-.326916	-	
HP_FLASH_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_COMP2_EFFIC	0.350307	-.100000E+21	0.363668	-.583794	-	
HP_COND_LATENT_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_EVAP_DP	0.00000	0.00000	0.00000	0.00000	bar	
COP_REAL	3.29251	-.100000E+21	3.20367	-.220525	-	
HP_COND_SENSIBLE_DP	0.00000	0.00000	0.00000	0.00000	bar	
EPFL_COND_SENSIBLE_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
EPFL_COND_LATENT_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
Q_COND_LOAD	3180.51	0.00000	3180.51	0.00000	-	
DELTAT_MIN_VAR1	3.01568	0.00000	3.01568	0.00000	-	
MAX_MASSF_HP2	13.0718	0.500000	13.4897	0.363695	-	
MAX_MASSF_HP6	15.1372	0.500000	15.6221	0.409387	-	
HP2_T	5.03754	0.800000	1.81709	0.285330	C	
HP2_MASSF	1.77569	-.250000	1.79677	-.113138	kg/s	
W_HP_COMP1_POWER	418.678	-.500000	426.205	-.398709	kW	
W_HP_COMP2_POWER	531.243	-.500000	566.567	-.251583	kW	
HP5_T	148.115	0.800000	143.969	0.399465	C	
HP5BIS_T	37.4282	0.800000	34.8201	0.284656	C	
HP6_T	38.2264	0.800000	34.8201	0.284670	C	
HP6_MASSF	2.04818	-.250000	2.21548	-.821156E-01	kg/s	
Q_COND_LATENT_LOAD	2557.98	-.500000	2646.54	-.544486E-01	kW	
HP1_T	1.91013	0.800000	-1.18291	0.285492	C	
Q_EVAP_LOAD	2063.07	-.500000	2187.74	-.100559	kW	
Q_COND_SENSIBLE_LOAD	507.463	-.500000	533.977	-.269862	kW	
EPFL_OUTBIS_T	34.6722	0.800000	31.8044	0.284670	C	
EPFL_OUTBIS_P	4.95097	-.100000	4.95097	-.999999E-01	bar	
EPFL_IN_T	34.6891	0.800000	32.4327	0.284858	C	
EPFL_IN_P	4.78211	-.100000	4.78211	-.100000	bar	
EPFL_OUT_T	32.1595	0.800000	28.7046	0.284564	C	
EPFL_OUT_P	5.22639	-.100000	5.22639	-.100000	bar	
EPFL_OUT_MASSF	203.414	-.250000	203.433	-.249966	kg/s	
HP2_SMOL	1.00000	0.100000E+21	-14.5083	0.530410E-01	kJ/kmol/C	
HP4BIS_SMOL	1.00000	0.100000E+21	-16.2336	0.447707E-01	kJ/kmol/C	
