! This file has been generated by DEMO version  602
HP_COMP1_EFFIC	0.294796	-.100000E+21	0.295331	-.158266	-	
HP_COMP1_PRATIO	1.62366	-.100000E+21	1.69619	-.158316	-	
HP_FLASH_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_COMP2_EFFIC	0.294969	-.100000E+21	0.296020	-.143516	-	
HP_COND_LATENT_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_EVAP_DP	0.00000	0.00000	0.00000	0.00000	bar	
COP_REAL	3.13750	-.100000E+21	3.05534	-.195027	-	
HP_COND_SENSIBLE_DP	0.00000	0.00000	0.00000	0.00000	bar	
EPFL_COND_SENSIBLE_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
EPFL_COND_LATENT_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
Q_COND_LOAD	483.294	0.00000	483.294	0.00000	-	
DELTAT_MIN_VAR1	3.12715	0.00000	3.12715	0.00000	-	
MAX_MASSF_HP2	12.3025	0.500000	12.4781	0.483002	-	
MAX_MASSF_HP6	14.6552	0.500000	14.6755	0.488802	-	
HP2_T	4.90613	0.800000	1.55913	0.262975	C	
HP2_MASSF	0.257552	-.250000	0.264909	-.108819	kg/s	
W_HP_COMP1_POWER	65.4885	-.500000	67.6948	-.204937	kW	
W_HP_COMP2_POWER	82.8672	-.500000	90.4852	-.226482	kW	
HP5_T	145.364	0.800000	147.984	0.394068	C	
HP5BIS_T	33.6764	0.800000	30.1945	0.281356	C	
HP6_T	34.4131	0.800000	30.1945	0.281369	C	
HP6_MASSF	0.307894	-.250000	0.329410	-.773498E-01	kg/s	
Q_COND_LATENT_LOAD	368.348	-.500000	397.635	-.520484E-01	kW	
HP1_T	2.04505	0.800000	-1.44087	0.263123	C	
Q_EVAP_LOAD	302.349	-.500000	325.114	-.953784E-01	kW	
Q_COND_SENSIBLE_LOAD	83.6458	-.500000	85.6589	-.241613	kW	
EPFL_OUTBIS_T	31.6140	0.800000	27.0673	0.281369	C	
EPFL_OUTBIS_P	4.83862	-.100000	4.83863	-.999999E-01	bar	
EPFL_IN_T	29.6138	0.800000	27.1225	0.281391	C	
EPFL_IN_P	5.02895	-.100000	5.02895	-.100000	bar	
EPFL_OUT_T	31.2056	0.800000	26.7883	0.281370	C	
EPFL_OUT_P	4.99772	-.100000	4.99772	-.100000	bar	
EPFL_OUT_MASSF	342.801	-.250000	342.804	-.249997	kg/s	
HP2_SMOL	1.00000	0.100000E+21	-14.4601	0.490373E-01	kJ/kmol/C	
HP4BIS_SMOL	1.00000	0.100000E+21	-16.1846	0.420459E-01	kJ/kmol/C	
