! This file has been generated by DEMO version  602
HP_COMP1_EFFIC	0.302368	-.100000E+21	0.303888	-.281923	-	
HP_COMP1_PRATIO	1.68046	-.100000E+21	1.63526	-.166114	-	
HP_FLASH_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_COMP2_EFFIC	0.313169	-.100000E+21	0.302810	-.221088	-	
HP_COND_LATENT_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_EVAP_DP	0.00000	0.00000	0.00000	0.00000	bar	
COP_REAL	3.36954	-.100000E+21	3.32045	-.213590	-	
HP_COND_SENSIBLE_DP	0.00000	0.00000	0.00000	0.00000	bar	
EPFL_COND_SENSIBLE_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
EPFL_COND_LATENT_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
Q_COND_LOAD	694.729	0.00000	694.729	0.00000	-	
DELTAT_MIN_VAR1	2.98008	0.00000	2.98008	0.00000	-	
MAX_MASSF_HP2	11.6357	0.500000	10.8431	0.449000	-	
MAX_MASSF_HP6	13.1209	0.500000	13.9554	0.477301	-	
HP2_T	4.85223	0.800000	1.52406	0.264966	C	
HP2_MASSF	0.392495	-.250000	0.393926	-.106451	kg/s	
W_HP_COMP1_POWER	88.9523	-.500000	90.6488	-.280171	kW	
W_HP_COMP2_POWER	110.885	-.500000	118.578	-.244351	kW	
HP5_T	132.790	0.800000	133.625	0.384934	C	
HP5BIS_T	31.0941	0.800000	27.7007	0.280493	C	
HP6_T	30.3333	0.800000	27.7007	0.280506	C	
HP6_MASSF	0.442078	-.250000	0.480442	-.764879E-01	kg/s	
Q_COND_LATENT_LOAD	541.227	-.500000	583.174	-.501917E-01	kW	
HP1_T	1.98340	0.800000	-1.47594	0.265115	C	
Q_EVAP_LOAD	480.681	-.500000	485.502	-.925129E-01	kW	
Q_COND_SENSIBLE_LOAD	111.116	-.500000	111.554	-.262388	kW	
EPFL_OUTBIS_T	28.4025	0.800000	24.7206	0.280506	C	
EPFL_OUTBIS_P	5.13754	-.100000	5.13755	-.999999E-01	bar	
EPFL_IN_T	27.6464	0.800000	24.7612	0.280513	C	
EPFL_IN_P	4.98620	-.100000	4.98620	-.100000	bar	
EPFL_OUT_T	28.7504	0.800000	24.5325	0.280505	C	
EPFL_OUT_P	4.83743	-.100000	4.83743	-.100000	bar	
EPFL_OUT_MASSF	711.376	-.250000	711.382	-.249998	kg/s	
HP2_SMOL	1.00000	0.100000E+21	-14.4536	0.494294E-01	kJ/kmol/C	
HP4BIS_SMOL	1.00000	0.100000E+21	-16.1695	0.427443E-01	kJ/kmol/C	
