! This file has been generated by DEMO version  602
HP_COMP1_EFFIC	0.333226	-.100000E+21	0.333838	-.510250	-	
HP_COMP1_PRATIO	1.73181	-.100000E+21	1.66643	-.264524	-	
HP_FLASH_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_COMP2_EFFIC	0.333453	-.100000E+21	0.338521	-.527728	-	
HP_COND_LATENT_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_EVAP_DP	0.00000	0.00000	0.00000	0.00000	bar	
COP_REAL	3.48496	-.100000E+21	3.44700	-.227619	-	
HP_COND_SENSIBLE_DP	0.00000	0.00000	0.00000	0.00000	bar	
EPFL_COND_SENSIBLE_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
EPFL_COND_LATENT_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
Q_COND_LOAD	1784.26	0.00000	1784.26	0.00000	-	
DELTAT_MIN_VAR1	2.87426	0.00000	2.87426	0.00000	-	
MAX_MASSF_HP2	11.2027	0.500000	11.5926	0.388114	-	
MAX_MASSF_HP6	12.8812	0.500000	12.8679	0.413838	-	
HP2_T	5.01489	0.800000	2.97394	0.277312	C	
HP2_MASSF	1.00654	-.250000	1.03382	-.107128	kg/s	
W_HP_COMP1_POWER	221.959	-.500000	226.550	-.388638	kW	
W_HP_COMP2_POWER	288.018	-.500000	291.077	-.260609	kW	
HP5_T	132.145	0.800000	130.029	0.382868	C	
HP5BIS_T	34.1375	0.800000	30.7935	0.282497	C	
HP6_T	31.7533	0.800000	30.7935	0.282511	C	
HP6_MASSF	1.20272	-.250000	1.25389	-.789807E-01	kg/s	
Q_COND_LATENT_LOAD	1410.89	-.500000	1511.56	-.507328E-01	kW	
HP1_T	2.00610	0.800000	-.260563E-01	0.277471	C	
Q_EVAP_LOAD	1233.50	-.500000	1266.63	-.934766E-01	kW	
Q_COND_SENSIBLE_LOAD	255.035	-.500000	272.696	-.281213	kW	
EPFL_OUTBIS_T	29.9563	0.800000	27.9192	0.282511	C	
EPFL_OUTBIS_P	4.75936	-.100000	4.75936	-.999999E-01	bar	
EPFL_IN_T	29.5276	0.800000	28.1360	0.282566	C	
EPFL_IN_P	4.98134	-.100000	4.98134	-.100000	bar	
EPFL_OUT_T	29.6500	0.800000	26.6861	0.282480	C	
EPFL_OUT_P	4.98910	-.100000	4.98910	-.100000	bar	
EPFL_OUT_MASSF	292.437	-.250000	292.450	-.249988	kg/s	
HP2_SMOL	1.00000	0.100000E+21	-14.7223	0.508388E-01	kJ/kmol/C	
HP4BIS_SMOL	1.00000	0.100000E+21	-16.4071	0.436442E-01	kJ/kmol/C	
