! This file has been generated by DEMO version  602
HP_COMP1_EFFIC	0.438351	-.100000E+21	0.432241	-.944589	-	
HP_COMP1_PRATIO	1.84759	-.100000E+21	1.84584	-.575937	-	
HP_FLASH_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_COMP2_EFFIC	0.427407	-.100000E+21	0.463291	-1.05733	-	
HP_COND_LATENT_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_EVAP_DP	0.00000	0.00000	0.00000	0.00000	bar	
COP_REAL	3.56769	-.100000E+21	3.59146	-.239658	-	
HP_COND_SENSIBLE_DP	0.00000	0.00000	0.00000	0.00000	bar	
EPFL_COND_SENSIBLE_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
EPFL_COND_LATENT_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
Q_COND_LOAD	5239.05	0.00000	5239.05	0.00000	-	
DELTAT_MIN_VAR1	3.06964	0.00000	3.06964	0.00000	-	
MAX_MASSF_HP2	11.5305	0.500000	11.9451	0.325189	-	
MAX_MASSF_HP6	12.7426	0.500000	11.9795	0.322566	-	
HP2_T	5.20112	0.800000	4.87743	0.354051	C	
HP2_MASSF	3.07025	-.250000	3.13941	-.107796	kg/s	
W_HP_COMP1_POWER	635.135	-.500000	649.903	-.441559	kW	
W_HP_COMP2_POWER	801.299	-.500000	808.849	-.279233	kW	
HP5_T	132.088	0.800000	130.320	0.377124	C	
HP5BIS_T	40.1542	0.800000	40.4371	0.291660	C	
HP6_T	41.8523	0.800000	40.4371	0.291675	C	
HP6_MASSF	3.80180	-.250000	3.80482	-.842288E-01	kg/s	
Q_COND_LATENT_LOAD	4466.64	-.500000	4486.44	-.509373E-01	kW	
HP1_T	1.97006	0.800000	1.87743	0.354258	C	
Q_EVAP_LOAD	3590.43	-.500000	3780.30	-.929294E-01	kW	
Q_COND_SENSIBLE_LOAD	730.728	-.500000	752.608	-.303647	kW	
EPFL_OUTBIS_T	39.2762	0.800000	37.3675	0.291675	C	
EPFL_OUTBIS_P	4.85458	-.100000	4.85458	-.100000	bar	
EPFL_IN_T	39.5065	0.800000	38.4535	0.291954	C	
EPFL_IN_P	4.90108	-.100000	4.90108	-.100000	bar	
EPFL_OUT_T	30.3712	0.800000	30.8904	0.291328	C	
EPFL_OUT_P	5.23774	-.100000	5.23774	-.100000	bar	
EPFL_OUT_MASSF	165.200	-.250000	165.193	-.249963	kg/s	
HP2_SMOL	1.00000	0.100000E+21	-15.0680	0.634434E-01	kJ/kmol/C	
HP4BIS_SMOL	1.00000	0.100000E+21	-16.7019	0.537509E-01	kJ/kmol/C	
