! This file has been generated by DEMO version  602
HP_COMP1_EFFIC	0.830000	-.100000E+21	0.830000	0.00000	-	
HP_COMP1_PRATIO	1.74707	-.100000E+21	1.79958	-.183037	-	
HP_FLASH_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_COMP2_EFFIC	0.837791	-.100000E+21	0.830000	0.00000	-	
HP_COND_LATENT_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_EVAP_DP	0.00000	0.00000	0.00000	0.00000	bar	
COP_REAL	4.49423	-.100000E+21	4.63631	-.309345	-	
HP_COND_SENSIBLE_DP	0.00000	0.00000	0.00000	0.00000	bar	
EPFL_COND_SENSIBLE_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
EPFL_COND_LATENT_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
Q_COND_LOAD	6010.49	0.00000	6010.49	0.00000	-	
DELTAT_MIN_VAR1	3.03649	0.00000	3.03649	0.00000	-	
MAX_MASSF_HP2	12.6097	0.500000	12.6097	0.500000	-	
MAX_MASSF_HP6	16.1225	0.500000	16.1225	0.500000	-	
HP2_T	4.81177	0.800000	4.65087	0.968306E-01	C	
HP2_MASSF	13.3846	-.250000	13.5715	-.621785E-01	kg/s	
W_HP_COMP1_POWER	543.447	-.500000	548.774	-.244975	kW	
W_HP_COMP2_POWER	725.461	-.500000	747.620	-.359427	kW	
HP5_T	51.4352	0.800000	50.7417	0.120158	C	
HP6_T	51.6398	0.800000	48.4198	0.128148	C	
HP6_MASSF	17.5193	-.250000	17.3637	-.527180E-01	kg/s	
HP5BIS_T	51.5418	0.800000	48.4198	0.128165	C	
Q_COND_LATENT_LOAD	5657.25	-.500000	5945.33	-.520351E-02	kW	
HP1_T	2.00562	0.800000	1.65091	0.969131E-01	C	
Q_EVAP_LOAD	4515.75	-.500000	4714.09	-.855181E-01	kW	
Q_COND_SENSIBLE_LOAD	65.6802	-.500000	65.1531	-.474829	kW	
EPFL_OUTBIS_T	48.8694	0.800000	45.3833	0.128148	C	
EPFL_OUTBIS_P	4.81846	-.100000	4.81846	-.999999E-01	bar	
EPFL_IN_T	46.8706	0.800000	45.4872	0.127858	C	
EPFL_IN_P	5.02810	-.100000	5.02810	-.100000	bar	
EPFL_OUT_T	37.2758	0.800000	35.5219	0.129521	C	
EPFL_OUT_P	5.05802	-.100000	5.05802	-.100000	bar	
EPFL_OUT_MASSF	144.055	-.250000	144.079	-.249843	kg/s	
HP2_SMOL	1.00000	0.100000E+21	-19.3443	0.261049E-02	kJ/kmol/C	
HP4_SMOL	1.00000	0.100000E+21	-20.2172	0.440766E-03	kJ/kmol/C	
