! This file has been generated by DEMO version  602
HP_COMP1_EFFIC	0.344846	-.100000E+21	0.341586	-.513681	-	
HP_COMP1_PRATIO	1.75830	-.100000E+21	1.74689	-.303134	-	
HP_FLASH_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_COMP2_EFFIC	0.351703	-.100000E+21	0.354067	-.580246	-	
HP_COND_LATENT_DP	0.00000	0.00000	0.00000	0.00000	bar	
HP_EVAP_DP	0.00000	0.00000	0.00000	0.00000	bar	
COP_REAL	3.34604	-.100000E+21	3.23940	-.223384	-	
HP_COND_SENSIBLE_DP	0.00000	0.00000	0.00000	0.00000	bar	
EPFL_COND_SENSIBLE_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
EPFL_COND_LATENT_DP1	0.00000	0.00000	0.00000	0.100000E+21	bar	
Q_COND_LOAD	2415.80	0.00000	2415.80	0.00000	-	
DELTAT_MIN_VAR1	3.07552	0.00000	3.07552	0.00000	-	
MAX_MASSF_HP2	12.9004	0.500000	13.3784	0.399744	-	
MAX_MASSF_HP6	14.1503	0.500000	13.5782	0.390983	-	
HP2_T	5.21478	0.800000	4.43407	0.283421	C	
HP2_MASSF	1.32746	-.250000	1.37600	-.113093	kg/s	
W_HP_COMP1_POWER	318.295	-.500000	325.398	-.387811	kW	
W_HP_COMP2_POWER	433.594	-.500000	420.357	-.260576	kW	
HP5_T	145.936	0.800000	141.579	0.399724	C	
HP5BIS_T	36.0448	0.800000	35.9203	0.285241	C	
HP6_T	36.5025	0.800000	35.9203	0.285255	C	
HP6_MASSF	1.72779	-.250000	1.69560	-.831252E-01	kg/s	
Q_COND_LATENT_LOAD	2107.44	-.500000	2020.41	-.548215E-01	kW	
HP1_T	1.99597	0.800000	1.43407	0.283587	C	
Q_EVAP_LOAD	1688.74	-.500000	1670.05	-.100241	kW	
Q_COND_SENSIBLE_LOAD	373.308	-.500000	395.391	-.280133	kW	
EPFL_OUTBIS_T	32.6669	0.800000	32.8447	0.285255	C	
EPFL_OUTBIS_P	5.05521	-.100000	5.05521	-.100000	bar	
EPFL_IN_T	32.8036	0.800000	33.0737	0.285322	C	
EPFL_IN_P	5.24983	-.100000	5.24983	-.100000	bar	
EPFL_OUT_T	30.9952	0.800000	31.6585	0.285164	C	
EPFL_OUT_P	4.83837	-.100000	4.83837	-.100000	bar	
EPFL_OUT_MASSF	403.753	-.250000	403.750	-.250000	kg/s	
HP2_SMOL	1.00000	0.100000E+21	-14.9881	0.510573E-01	kJ/kmol/C	
HP4BIS_SMOL	1.00000	0.100000E+21	-16.6393	0.434076E-01	kJ/kmol/C	
